mDM              Log[10,x]              e          \[Mu]          \[Tau]          q          c          b          t          W          Z          g          h
10              0.0000000010593                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000011885                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000013335                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000014962                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000016788                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000018836                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000021135                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000023714                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000026607                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000029854                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000033497                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000037584                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000042170                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000047315                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000053088                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000059566                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000066834                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000074989                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000084140                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000094406                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000105930                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000118850                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000133350                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000149620                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000167880                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000188360                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000211350                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000237140                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000266070                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000298540                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000334970                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000375840                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000421700                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000473150                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000530880                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000595660                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000668340                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000749890                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000841400                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000000944060                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000001059300                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000001188500                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000001333500                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000001496200                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000001678800                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000001883600                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000002113500                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000002371400                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000002660700                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000002985400                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000003349700                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000003758400                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000004217000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000004731500                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000005308800                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000005956600                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000006683400                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000007498900                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000008414000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000009440600                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000010593000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000011885000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000013335000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000014962000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000016788000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000018836000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000021135000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000023714000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000026607000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000029854000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000033497000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000003          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000037584000                0.000000          0.000003          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000042170000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000047315000                0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000053088000                0.000000          0.000000          0.000000          0.000003          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000059566000                0.000000          0.000007          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000066834000                0.000000          0.000000          0.000003          0.000000          0.000003          0.000000          0.000000          0.000000          0.000000          0.000003          0.000000
10              0.0000074989000                0.000000          0.000003          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000084140000                0.000000          0.000003          0.000003          0.000007          0.000000          0.000007          0.000000          0.000000          0.000000          0.000003          0.000000
10              0.0000094406000                0.000000          0.000003          0.000003          0.000010          0.000007          0.000003          0.000000          0.000000          0.000000          0.000000          0.000000
10              0.0000105930000                0.000000          0.000010          0.000003          0.000000          0.000003          0.000000          0.000000          0.000000          0.000000          0.000007          0.000000
10              0.0000118850000                0.000000          0.000007          0.000003          0.000003          0.000020          0.000010          0.000000          0.000000          0.000000          0.000003          0.000000
10              0.0000133350000                0.000000          0.000017          0.000007          0.000010          0.000013          0.000003          0.000000          0.000000          0.000000          0.000003          0.000000
10              0.0000149620000                0.000000          0.000013          0.000010          0.000010          0.000020          0.000017          0.000000          0.000000          0.000000          0.000023          0.000000
10              0.0000167880000                0.000000          0.000023          0.000007          0.000017          0.000010          0.000023          0.000000          0.000000          0.000000          0.000007          0.000000
10              0.0000188360000                0.000000          0.000030          0.000010          0.000017          0.000017          0.000023          0.000000          0.000000          0.000000          0.000023          0.000000
10              0.0000211350000                0.000000          0.000040          0.000007          0.000030          0.000033          0.000023          0.000000          0.000000          0.000000          0.000013          0.000000
10              0.0000237140000                0.000000          0.000060          0.000023          0.000053          0.000067          0.000050          0.000000          0.000000          0.000000          0.000047          0.000000
10              0.0000266070000                0.000000          0.000100          0.000040          0.000070          0.000083          0.000057          0.000000          0.000000          0.000000          0.000070          0.000000
10              0.0000298540000                0.000000          0.000100          0.000047          0.000093          0.000083          0.000077          0.000000          0.000000          0.000000          0.000117          0.000000
10              0.0000334970000                0.000000          0.000110          0.000063          0.000127          0.000107          0.000123          0.000000          0.000000          0.000000          0.000127          0.000000
10              0.0000375840000                0.000000          0.000150          0.000153          0.000183          0.000183          0.000143          0.000000          0.000000          0.000000          0.000190          0.000000
10              0.0000421700000                0.000000          0.000160          0.000180          0.000243          0.000267          0.000267          0.000000          0.000000          0.000000          0.000233          0.000000
10              0.0000473150000                0.000000          0.000237          0.000233          0.000430          0.000390          0.000343          0.000000          0.000000          0.000000          0.000397          0.000000
10              0.0000530880000                0.000000          0.000270          0.000327          0.000500          0.000540          0.000517          0.000000          0.000000          0.000000          0.000493          0.000000
10              0.0000595660000                0.000000          0.000223          0.000517          0.000813          0.000790          0.000733          0.000000          0.000000          0.000000          0.000713          0.000000
10              0.0000668340000                0.000000          0.000293          0.000650          0.001127          0.001150          0.001023          0.000000          0.000000          0.000000          0.001010          0.000000
10              0.0000749890000                0.000000          0.000273          0.000923          0.001567          0.001593          0.001503          0.000000          0.000000          0.000000          0.001380          0.000000
10              0.0000841400000                0.000000          0.000363          0.001160          0.002293          0.002287          0.002160          0.000000          0.000000          0.000000          0.002133          0.000000
10              0.0000944060000                0.000000          0.000333          0.001570          0.003253          0.003043          0.003023          0.000000          0.000000          0.000000          0.003133          0.000000
10              0.0001059300000                0.000000          0.000413          0.001987          0.004640          0.004550          0.004127          0.000000          0.000000          0.000000          0.004353          0.000000
10              0.0001188500000                0.000000          0.000437          0.002410          0.006263          0.006747          0.005697          0.000000          0.000000          0.000000          0.006200          0.000000
10              0.0001333500000                0.000000          0.000517          0.003300          0.008883          0.009240          0.008207          0.000000          0.000000          0.000000          0.008983          0.000000
